Title,Author,Subjects,PublishYear,Link
Bambi,Felix Salten,N/A,1926,https://openlibrary.org/works/OL4459213W
Study Guide,SuperSummary,N/A,2019,https://openlibrary.org/works/OL21885963W
The Boy in the Striped Pyjamas,John Boyne,N/A,2006,https://openlibrary.org/works/OL5840870W
Abridgment of Murray's English Grammar,Lindley Murray,N/A,1800,https://openlibrary.org/works/OL1147650W
The Hunchback of Notre Dame,Victor Hugo,N/A,1831,https://openlibrary.org/works/OL15202030W
Utopia,Thomas More,N/A,1518,https://openlibrary.org/works/OL15366912W
Poetics,"Aristotle, Leon Golden, O. B. Hardison",N/A,1536,https://openlibrary.org/works/OL13703833W
John Donne Poetry,"John Donne, John Booty, P.G. Stanwood",N/A,1633,https://openlibrary.org/works/OL15420303W
Study Guide,SuperSummary,N/A,2017,https://openlibrary.org/works/OL21868175W
The Adventures of Tom Sawyer,Mark Twain,N/A,1817,https://openlibrary.org/works/OL53919W
Смерть Ивана Ильича,"Leo Tolstoy, Anthony Briggs, Anthony Horvath, Constance Black Garnett, Zinc Read",N/A,1887,https://openlibrary.org/works/OL267174W
Decamerone,Giovanni Boccaccio,N/A,1516,https://openlibrary.org/works/OL7180368W
The Sea Fairies,L. Frank Baum,N/A,1911,https://openlibrary.org/works/OL262384W
The Great God Pan,Arthur Machen,N/A,1894,https://openlibrary.org/works/OL3388961W
Kritik der reinen Vernunft,Immanuel Kant,N/A,1781,https://openlibrary.org/works/OL99844W
Οἰδίπους Τύραννος (Oidípous Týrannos),Sophocles,N/A,1715,https://openlibrary.org/works/OL43861W
Slaughterhouse-Five,Kurt Vonnegut,N/A,1968,https://openlibrary.org/works/OL98459W
Hans Andersen's Fairy Tales,Hans Christian Andersen,N/A,1846,https://openlibrary.org/works/OL16249171W
"Danny, The Champion of the World",Roald Dahl,N/A,1975,https://openlibrary.org/works/OL45865W
Julius Caesar,William Shakespeare,N/A,1656,https://openlibrary.org/works/OL362702W
The Murder of Roger Ackroyd,Agatha Christie,N/A,1926,https://openlibrary.org/works/OL471932W
A Little Princess,"Frances Hodgson Burnett, Oxford University Press Staff, Jennifer Bassett, Justine Eyre, Nancy Bond",N/A,1905,https://openlibrary.org/works/OL69630W
Uncle Tom's Cabin,Harriet Beecher Stowe,N/A,1850,https://openlibrary.org/works/OL152161W
Der Proceß,Franz Kafka,N/A,1825,https://openlibrary.org/works/OL498463W
Les confessions,Jean-Jacques Rousseau,N/A,1782,https://openlibrary.org/works/OL80592W
Confessions,Augustine of Hippo,N/A,1482,https://openlibrary.org/works/OL137872W
Tarzan of the Apes,Edgar Rice Burroughs,N/A,1912,https://openlibrary.org/works/OL1418251W
Ἀπολογία Σωκράτους,Πλάτων,N/A,1675,https://openlibrary.org/works/OL51948W
Noli Me Tangere,José Rizal,N/A,1902,https://openlibrary.org/works/OL1622789W
The Problems of Philosophy,Bertrand Russell,N/A,1900,https://openlibrary.org/works/OL1088577W
De rerum natura,Titus Lucretius Carus,N/A,1486,https://openlibrary.org/works/OL1548597W
The Secret Adversary,Agatha Christie,N/A,1922,https://openlibrary.org/works/OL471789W
Die Verwandlung,Franz Kafka,N/A,1915,https://openlibrary.org/works/OL498556W
El túnel,Ernesto Sabato,N/A,1948,https://openlibrary.org/works/OL617847W
Lolita,"Vladimir Nabokov, Josep Daurella i Nadal, Vladimir Nabokov",N/A,1955,https://openlibrary.org/works/OL627084W
The Hunger Games,Suzanne Collins,N/A,2008,https://openlibrary.org/works/OL5735363W
Der Antichrist,Friedrich Nietzsche,N/A,1895,https://openlibrary.org/works/OL15692719W
Harry Potter and the Philosopher's Stone,J. K. Rowling,N/A,1997,https://openlibrary.org/works/OL82563W
The Valley of Fear,Arthur Conan Doyle,N/A,1914,https://openlibrary.org/works/OL262505W
El Conde de Montecristo,Alexandre Dumas,N/A,1830,https://openlibrary.org/works/OL36287W
L’étranger,Albert Camus,N/A,1942,https://openlibrary.org/works/OL1230613W
Oliver Twist,Charles Dickens,N/A,1822,https://openlibrary.org/works/OL8193478W
David Copperfield,Charles Dickens,N/A,1800,https://openlibrary.org/works/OL8662242W
The King in Yellow,Robert W. Chambers,N/A,1895,https://openlibrary.org/works/OL8127201W
Vincent van Gogh,"Vincent van Gogh, Colta Ives, Sjraar van Heugten, Marije Vellekoop, Ingo F. Walther, Rainer Metzger, Louis van Tilborgh, Johannes von Uitert, Schapiro, Meyer",N/A,1914,https://openlibrary.org/works/OL518262W
Harry Potter and the Prisoner of Azkaban,J. K. Rowling,N/A,1999,https://openlibrary.org/works/OL82536W
Antony and Cleopatra,William Shakespeare,N/A,1734,https://openlibrary.org/works/OL362695W
Συμπόσιον,Πλάτων,N/A,1559,https://openlibrary.org/works/OL51815W
The Poems of Emily Dickinson Volume II,Emily Dickinson,N/A,1890,https://openlibrary.org/works/OL51381W
Essais,"Montaigne, Michel de",N/A,1600,https://openlibrary.org/works/OL1086528W
The Mysterious Affair at Styles,"Agatha Christie, Aric Cushing, Bookstar",N/A,1920,https://openlibrary.org/works/OL472715W
"Rich Dad, Poor Dad","Robert T. Kiyosaki, Sharon L. Lechter",N/A,1990,https://openlibrary.org/works/OL2010879W
Think and Grow Rich,"Napoleon Hill, Jonathan C. Young",N/A,1937,https://openlibrary.org/works/OL527464W
Peter Pan,J. M. Barrie,N/A,1911,https://openlibrary.org/works/OL462007W
Gulliver's Travels,Jonathan Swift,N/A,1726,https://openlibrary.org/works/OL20600W
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,N/A,1892,https://openlibrary.org/works/OL262421W
Leviathan,Thomas Hobbes,N/A,1651,https://openlibrary.org/works/OL653987W
NASA/DoD aerospace knowledge diffusion research project,Thomas E. Pinelli,N/A,1990,https://openlibrary.org/works/OL8894965W
Adventures of Huckleberry Finn,Mark Twain,N/A,1876,https://openlibrary.org/works/OL53908W
Lust for Life,Irving Stone,N/A,1934,https://openlibrary.org/works/OL112003W
The Man Who Was Thursday,"Gilbert Keith Chesterton, Jake Kerr, Matt Mikalatos, Harry Plantinga, David Widger, Vincent Verret, Victor",N/A,1908,https://openlibrary.org/works/OL76487W
Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels",N/A,1848,https://openlibrary.org/works/OL28992472W
Cranford,Elizabeth Cleghorn Gaskell,N/A,1853,https://openlibrary.org/works/OL1103093W
Leaves of Grass,Walt Whitman,N/A,1855,https://openlibrary.org/works/OL16333W
Πολιτικά (Politiká),Aristotle,N/A,1492,https://openlibrary.org/works/OL16247898W
Dune,Frank Herbert,N/A,1965,https://openlibrary.org/works/OL893415W
The Book of Dragons,Edith Nesbit,N/A,1973,https://openlibrary.org/works/OL99529W
Demian,Hermann Hesse,N/A,1919,https://openlibrary.org/works/OL872981W
La Poetica,Aristotle,N/A,1479,https://openlibrary.org/works/OL151515W
The blue castle,Lucy Maud Montgomery,N/A,1926,https://openlibrary.org/works/OL77775W
The Picture of Dorian Gray,Oscar Wilde,N/A,1890,https://openlibrary.org/works/OL8193416W
Harry Potter and the Chamber of Secrets,J. K. Rowling,N/A,1998,https://openlibrary.org/works/OL82537W
Robin Hood,Howard Pyle,N/A,1883,https://openlibrary.org/works/OL2021953W
Kinder- und Hausmärchen,Gebrüder Grimm [Brothers Grimm],N/A,1812,https://openlibrary.org/works/OL45361W
The Raven,Edgar Allan Poe,N/A,1845,https://openlibrary.org/works/OL41081W
Les Contes de ma mère l'Oye,Charles Perrault,N/A,1675,https://openlibrary.org/works/OL23869W
Gorin no sho,"Miyamoto Musashi, William Scott Wilson, Kenji Tokitsu, Brian Nishii, jose manquel, Karlo Toreles",N/A,1963,https://openlibrary.org/works/OL3946622W
Heart of Darkness,Joseph Conrad,N/A,1899,https://openlibrary.org/works/OL38663W
Essay concerning human understanding,John Locke,N/A,1689,https://openlibrary.org/works/OL880201W
Romeo and Juliet,William Shakespeare,N/A,1597,https://openlibrary.org/works/OL362427W
Rime of the ancient mariner,Samuel Taylor Coleridge,N/A,1827,https://openlibrary.org/works/OL26130W
Dracula,Bram Stoker,N/A,1897,https://openlibrary.org/works/OL85892W
Catching Fire,Suzanne Collins,N/A,2009,https://openlibrary.org/works/OL5735360W
The Man Who Knew Too Much,Gilbert Keith Chesterton,N/A,1922,https://openlibrary.org/works/OL76468W
The Innocents Abroad,Mark Twain,N/A,1800,https://openlibrary.org/works/OL54041W
Ars Amatoria,Ovid,N/A,1494,https://openlibrary.org/works/OL97725W
The Everlasting Man,Gilbert Keith Chesterton,N/A,1925,https://openlibrary.org/works/OL76474W
"The art of money getting, or, Golden rules for money getting",P. T. Barnum,N/A,1880,https://openlibrary.org/works/OL891636W
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,N/A,1875,https://openlibrary.org/works/OL24156W
Paradise Lost,John Milton,N/A,1667,https://openlibrary.org/works/OL810991W
Мы,"Евгений Иванович Замятин, Gary Kern, Alejandro Ariel González, Tavo Montañez, Sergio Hernández-Ranera Sánchez, Gregory Zilboorg, Alexander Glinka",N/A,1924,https://openlibrary.org/works/OL10215W
Daisy Miller,Henry James,N/A,1877,https://openlibrary.org/works/OL276328W
The Club of Queer Trades,"Gilbert Keith Chesterton, H. H Sign",N/A,1900,https://openlibrary.org/works/OL76325W
Отцы и дети,Ivan Sergeevich Turgenev,N/A,1867,https://openlibrary.org/works/OL43370W
Candide,"Voltaire, William Fleming, Philip Littell, Jack Davenport",N/A,1746,https://openlibrary.org/works/OL100672W
Hard Times,Charles Dickens,N/A,1854,https://openlibrary.org/works/OL8193387W
Faust,Johann Wolfgang von Goethe,N/A,1800,https://openlibrary.org/works/OL52456W
The Complete Life and Adventures of Santa Claus,L. Frank Baum,N/A,1902,https://openlibrary.org/works/OL262358W
Women in Love,D. H. Lawrence,N/A,1877,https://openlibrary.org/works/OL81294W
The Firm,John Grisham,N/A,1991,https://openlibrary.org/works/OL76972W
Justine,Marquis de Sade,N/A,1900,https://openlibrary.org/works/OL962240W
All's Well That Ends Well,William Shakespeare,N/A,1734,https://openlibrary.org/works/OL362676W
As You Like It,William Shakespeare,N/A,1734,https://openlibrary.org/works/OL362698W
Discours de la méthode,René Descartes,N/A,1644,https://openlibrary.org/works/OL1151518W
Мастер и Маргарита,Михаил Афанасьевич Булгаков,N/A,1966,https://openlibrary.org/works/OL676009W
Metamorphoses,Ovid,N/A,1479,https://openlibrary.org/works/OL15292640W
Mein Kampf,Adolf Hitler,N/A,1922,https://openlibrary.org/works/OL1067314W
Ulysses,James Joyce,N/A,1920,https://openlibrary.org/works/OL86318W
Jenseits von Gut und Böse,Friedrich Nietzsche,N/A,1885,https://openlibrary.org/works/OL98174W
The most dangerous game,Richard Connell,N/A,1990,https://openlibrary.org/works/OL5278311W
Du contrat social,Jean-Jacques Rousseau,N/A,1762,https://openlibrary.org/works/OL80609W
The Shining,Stephen King,N/A,1977,https://openlibrary.org/works/OL81633W
Les Misérables,Victor Hugo,N/A,1862,https://openlibrary.org/works/OL1063588W
El amor en los tiempos del cólera,Gabriel García Márquez,N/A,1985,https://openlibrary.org/works/OL274518W
Poems,Rainer Maria Rilke,N/A,1900,https://openlibrary.org/works/OL3800819W
Finnegans Wake,James Joyce,N/A,1928,https://openlibrary.org/works/OL86319W
Записки изъ подполья,Фёдор Михайлович Достоевский,N/A,1960,https://openlibrary.org/works/OL166899W
"Arsène Lupin, gentleman-cambrioleur",Maurice Leblanc,N/A,1907,https://openlibrary.org/works/OL1064290W
Twelfth Night,William Shakespeare,N/A,1734,https://openlibrary.org/works/OL362694W
Kim,Rudyard Kipling,N/A,1901,https://openlibrary.org/works/OL19908W
Sons and Lovers,D. H. Lawrence,N/A,1913,https://openlibrary.org/works/OL81295W
Crooked House,Agatha Christie,N/A,1949,https://openlibrary.org/works/OL471891W
Hiroshima,John Hersey,N/A,1702,https://openlibrary.org/works/OL2700123W
A Caribbean Mystery,"Agatha Christie, Christie",N/A,1964,https://openlibrary.org/works/OL472458W
Much Ado About Nothing,William Shakespeare,N/A,1600,https://openlibrary.org/works/OL362691W
A Brief History of Time,Stephen Hawking,N/A,1988,https://openlibrary.org/works/OL1892617W
A town like Alice,Nevil Shute,N/A,1950,https://openlibrary.org/works/OL2779741W
At Bertram's Hotel,Agatha Christie,N/A,1965,https://openlibrary.org/works/OL265415W
Lady Chatterley's Lover,D. H. Lawrence,N/A,1900,https://openlibrary.org/works/OL81180W
A Midsummer Night's Dream,William Shakespeare,N/A,1600,https://openlibrary.org/works/OL259010W
Whose Body?,Dorothy L. Sayers,N/A,1923,https://openlibrary.org/works/OL2234917W
Das Kapital,Karl Marx,N/A,1867,https://openlibrary.org/works/OL628450W
Memórias póstumas de Brás Cubas,Joaquim Maria Machado de Assis,N/A,1881,https://openlibrary.org/works/OL1003017W
This Side of Paradise,F. Scott Fitzgerald,N/A,1920,https://openlibrary.org/works/OL468488W
A Farewell to Arms,Ernest Hemingway,N/A,1929,https://openlibrary.org/works/OL63072W
Anthem,Ayn Rand,N/A,1936,https://openlibrary.org/works/OL731737W
War and Peace,Лев Толстой,N/A,1864,https://openlibrary.org/works/OL267171W
Les fleurs du mal,Charles Baudelaire,N/A,1855,https://openlibrary.org/works/OL1158921W
Twelve years a slave,Solomon Northup,N/A,1853,https://openlibrary.org/works/OL78871W
Perfume,Patrick Süskind,N/A,1985,https://openlibrary.org/works/OL10834W
Self-knowledge,John Mason,N/A,1745,https://openlibrary.org/works/OL6384123W
Great Expectations,Charles Dickens,N/A,1861,https://openlibrary.org/works/OL8721462W
Moralia,Plutarch,N/A,1500,https://openlibrary.org/works/OL723491W
Twilight,Stephenie Meyer,N/A,2005,https://openlibrary.org/works/OL5720023W
Sein und Zeit,Martin Heidegger,N/A,1927,https://openlibrary.org/works/OL77609W
Ab urbe condita,Titus Livius,N/A,1481,https://openlibrary.org/works/OL1261147W
Paul Klee,Paul Klee,N/A,1930,https://openlibrary.org/works/OL972930W
Persuasion,Jane Austen,N/A,1789,https://openlibrary.org/works/OL66544W
The Gunslinger,Stephen King,N/A,1976,https://openlibrary.org/works/OL81628W
Love and Freindship,Jane Austen,N/A,1995,https://openlibrary.org/works/OL15079937W
Fairy Tales and Stories,Hans Christian Andersen,N/A,1850,https://openlibrary.org/works/OL25397W
Orthodoxy,"Gilbert Keith Chesterton, Damian Andre, Catholic Way Publishing Staff, Lucio Marcetti",N/A,1874,https://openlibrary.org/works/OL76350W
Picasso,"Pablo Picasso, Jean-Louis Andral, Pierre Daix",N/A,1926,https://openlibrary.org/works/OL145191W
Se questo è un uomo,Primo Levi,N/A,1947,https://openlibrary.org/works/OL860066W
The game of life and how to play it,Florence Scovel Shinn,N/A,1925,https://openlibrary.org/works/OL4794651W
Dubliners,James Joyce,N/A,1914,https://openlibrary.org/works/OL86320W
Wuthering Heights,"Emily Brontë, Stephanie Baudet, Arianna Bellucci, Angel Vara, Tanya Landman, Gisela Etzel, Theodore De Wyzewa",N/A,1846,https://openlibrary.org/works/OL21177W
Of Human Bondage,William Somerset Maugham,N/A,1915,https://openlibrary.org/works/OL505781W
Carmilla,Sheridan Le Fanu,N/A,1871,https://openlibrary.org/works/OL2895536W
Henry Moore,"David Sylvester, Henry Moore, J. Hedgecoe, Alan Bowness, Herbert Edward Read, Ann Garrould",N/A,1934,https://openlibrary.org/works/OL1001044W
She,H. Rider Haggard,N/A,1886,https://openlibrary.org/works/OL17453W
Works (Awakening / Beyond the Bayou / Desiree's Baby / Kiss / Locket / Ma'ame Pelagie / Pair of Silk Stockings / Reflection / Respectable Woman),Kate Chopin,N/A,1981,https://openlibrary.org/works/OL65438W
His Last Bow [8 stories],Arthur Conan Doyle,N/A,1917,https://openlibrary.org/works/OL262452W
Sense and Sensibility,Jane Austen,N/A,1811,https://openlibrary.org/works/OL66562W
A Tale of Two Cities,Charles Dickens,N/A,1800,https://openlibrary.org/works/OL8193465W
Principles of Anatomy and Physiology,"Gerard J. Tortora, Bryan H. Derrickson, Brendan Burkett, Danielle Dye, Julie Cooke, HOUGHTON MIFFLIN HARCOURT, Gregory Peoples, Tara Diversi, Mark McKean, Latika Samalia, Rebecca Mellifont, Richard G. Smith undifferentiated, Gerald J. Tortura, Sandra R. Grabowski, Tortora, Sandra Reynolds Grabowski",N/A,1975,https://openlibrary.org/works/OL1827306W
2001,Arthur C. Clarke,N/A,1968,https://openlibrary.org/works/OL17365W
Lady Susan,Jane Austen,N/A,1925,https://openlibrary.org/works/OL66614W
Nineteen Eighty-Four,George Orwell,N/A,1949,https://openlibrary.org/works/OL1168083W
Tractatus logico-philosophicus,Ludwig Wittgenstein,N/A,1921,https://openlibrary.org/works/OL1410381W
Northanger Abbey,Jane Austen,N/A,1818,https://openlibrary.org/works/OL66534W
La nausée,Jean-Paul Sartre,N/A,1938,https://openlibrary.org/works/OL1161171W
Alice's Adventures in Wonderland,Lewis Carroll,N/A,1865,https://openlibrary.org/works/OL138052W
The Sound and the Fury,William Faulkner,N/A,1929,https://openlibrary.org/works/OL82870W
Mrs. Dalloway,Virginia Woolf,N/A,1925,https://openlibrary.org/works/OL39349W
Pride and Prejudice,Jane Austen,N/A,1813,https://openlibrary.org/works/OL66554W
Анна Каренина,Лев Толстой,N/A,1876,https://openlibrary.org/works/OL267096W
... Trotzdem Ja zum Leben sagen,Viktor E. Frankl,N/A,1946,https://openlibrary.org/works/OL1268413W
Daddy-Long-Legs,Jean Webster,N/A,1912,https://openlibrary.org/works/OL4322177W
On Liberty,John Stuart Mill,N/A,1859,https://openlibrary.org/works/OL1068091W
Vanity Fair,William Makepeace Thackeray,N/A,1800,https://openlibrary.org/works/OL16313W
Eva Luna,Isabel Allende,N/A,1987,https://openlibrary.org/works/OL1905263W
Pollyanna,"Eleanor Hodgman Porter, Porter, Neil Reed, Lee Giles",N/A,1912,https://openlibrary.org/works/OL2775807W
Fahrenheit 451,Ray Bradbury,N/A,1953,https://openlibrary.org/works/OL103123W
R.U.R. and The insect play,"Karel Čapek, Josef Čapek",N/A,1920,https://openlibrary.org/works/OL575625W
A Christmas Carol,Charles Dickens,N/A,1843,https://openlibrary.org/works/OL8193497W
A Clockwork Orange,Anthony Burgess,N/A,1962,https://openlibrary.org/works/OL261794W
Peril at End House,Agatha Christie,N/A,1932,https://openlibrary.org/works/OL472165W
Emma,Jane Austen,N/A,1815,https://openlibrary.org/works/OL66513W
Jane Eyre,Charlotte Brontë,N/A,1847,https://openlibrary.org/works/OL1095427W
Little Women,Louisa May Alcott,N/A,1848,https://openlibrary.org/works/OL29983W
The Incredible Journey,Sheila Burnford,N/A,1960,https://openlibrary.org/works/OL2562769W
Memoirs of Fanny Hill,John Cleland,N/A,1749,https://openlibrary.org/works/OL848436W
4:50 from Paddington,Agatha Christie,N/A,1957,https://openlibrary.org/works/OL471500W
A Study of History,"Arnold J. Toynbee, D.C Somervell",N/A,1900,https://openlibrary.org/works/OL1108523W
Pensées,"Blaise Pascal, Philippe Sellier, William Finlayson Trotter, T. S. Eliot, Blaise Perier, Margival Henri, H. F. Stewart",N/A,1670,https://openlibrary.org/works/OL1262495W
Flatland,Edwin Abbott Abbott,N/A,1884,https://openlibrary.org/works/OL118388W
Appointment with Death,Agatha Christie,N/A,1938,https://openlibrary.org/works/OL471667W
Fantastic Mr Fox,Roald Dahl,N/A,1970,https://openlibrary.org/works/OL45804W
Bleak House,Charles Dickens,N/A,1850,https://openlibrary.org/works/OL14868510W
Good wives,Louisa May Alcott,N/A,1870,https://openlibrary.org/works/OL16894032W
My Ántonia,Willa Cather,N/A,1918,https://openlibrary.org/works/OL12791W
Treasure Island,Robert Louis Stevenson,N/A,1880,https://openlibrary.org/works/OL24034W
Heidi,Johanna Spyri,N/A,1885,https://openlibrary.org/works/OL1455042W
Poirot investigates,Agatha Christie,N/A,1924,https://openlibrary.org/works/OL471940W
Max Ernst,"Max Ernst, Werner Spies, Fabrice Hergott, Doris Krystof, Günter Metken",N/A,1956,https://openlibrary.org/works/OL2248600W
Up from Slavery,Booker T. Washington,N/A,1900,https://openlibrary.org/works/OL357501W
Mémoires d'Hadrien,Marguerite Yourcenar,N/A,1951,https://openlibrary.org/works/OL106837W
"Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte",Michael Ende,N/A,1973,https://openlibrary.org/works/OL2271626W
Management information systems,"Kenneth C. Laudon, Jane P. Laudon, Jane Price Laudon, Jane Laudon",N/A,1945,https://openlibrary.org/works/OL58235W
Anne of Green Gables,Lucy Maud Montgomery,N/A,1908,https://openlibrary.org/works/OL77746W
Beloved,Toni Morrison,N/A,1987,https://openlibrary.org/works/OL50548W
'Salem’s Lot,Stephen King,N/A,1975,https://openlibrary.org/works/OL81632W
Casino Royale,Ian Fleming,N/A,1953,https://openlibrary.org/works/OL85753W
A Connecticut Yankee in King Arthur's Court,Mark Twain,N/A,1889,https://openlibrary.org/works/OL54031W
A Study in Scarlet,Arthur Conan Doyle,N/A,1887,https://openlibrary.org/works/OL262496W
"Villette, a novel",Charlotte Brontë,N/A,1853,https://openlibrary.org/works/OL1095403W
Summa Theologica,"Thomas Aquinas, Kennedy, Daniel Joseph, 1862-1930",N/A,1467,https://openlibrary.org/works/OL15314568W
